Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Latitude,Longitude
Brazil,conde,19,Good,0,Good,19,Good,0,Good,11,Good,,
United Kingdom of Great Britain and Northern Ireland,consett,31,Good,0,Good,31,Good,2,Good,22,Good,,
United States of America,cooper city,152,Unhealthy,4,Good,4,Good,19,Good,152,Unhealthy,,
United States of America,copperas cove,31,Good,1,Good,21,Good,1,Good,31,Good,,
Brazil,cornelio procopio,37,Good,1,Good,12,Good,1,Good,37,Good,,
Argentina,corrientes,13,Good,1,Good,12,Good,0,Good,13,Good,,
Mexico,cotija,41,Good,1,Good,8,Good,3,Good,41,Good,,
Italy,crevalcore,103,Unhealthy for Sensitive Groups,2,Good,28,Good,9,Good,103,Unhealthy for Sensitive Groups,,
Azerbaijan,culfa,52,Moderate,1,Good,35,Good,0,Good,52,Moderate,,
Spain,culleredo,30,Good,0,Good,30,Good,2,Good,13,Good,,
India,cuncolim,73,Moderate,0,Good,25,Good,0,Good,73,Moderate,15.1773,73.99392
Brazil,curvelo,42,Good,1,Good,2,Good,4,Good,42,Good,,
Germany,cuxhaven,35,Good,0,Good,35,Good,0,Good,30,Good,,
United States of America,cypress lake,46,Good,1,Good,25,Good,5,Good,46,Good,,
Poland,czestochowa,93,Moderate,1,Good,27,Good,4,Good,93,Moderate,,
Guinea,dalaba,63,Moderate,2,Good,13,Good,0,Good,63,Moderate,,
Pakistan,dalbandin,160,Unhealthy,0,Good,39,Good,0,Good,160,Unhealthy,,
France,beaune,39,Good,1,Good,26,Good,1,Good,39,Good,,
United States of America,bedford,56,Moderate,1,Good,18,Good,6,Good,56,Moderate,,
Ghana,begoro,105,Unhealthy for Sensitive Groups,2,Good,13,Good,2,Good,105,Unhealthy for Sensitive Groups,,
China,beipiao,93,Moderate,2,Good,90,Moderate,1,Good,93,Moderate,,
Brazil,bela cruz,45,Good,0,Good,22,Good,0,Good,45,Good,,
Bolivia (Plurinational State of),bermejo,54,Moderate,1,Good,8,Good,1,Good,54,Moderate,,
Germany,bernburg,36,Good,0,Good,29,Good,2,Good,36,Good,,
United States of America,berwick,50,Good,1,Good,35,Good,5,Good,50,Good,,
India,betma,153,Unhealthy,1,Good,34,Good,0,Good,153,Unhealthy,22.68653,75.61456
United States of America,beverly,48,Good,1,Good,36,Good,5,Good,48,Good,,
Russian Federation,bezhetsk,24,Good,0,Good,24,Good,0,Good,24,Good,,
Bangladesh,bhairab bazar,132,Unhealthy for Sensitive Groups,3,Good,44,Good,4,Good,132,Unhealthy for Sensitive Groups,,
Pakistan,bhalwal,179,Unhealthy,3,Good,179,Unhealthy,2,Good,166,Unhealthy,,
India,bhimavaram,124,Unhealthy for Sensitive Groups,1,Good,36,Good,1,Good,124,Unhealthy for Sensitive Groups,,
India,bhinmal,202,Very Unhealthy,0,Good,34,Good,0,Good,202,Very Unhealthy,,
India,bhiwandi,151,Unhealthy,1,Good,26,Good,1,Good,151,Unhealthy,19.30023,73.05881
Indonesia,binjai,92,Moderate,2,Good,45,Good,0,Good,92,Moderate,,
Brazil,baiao,39,Good,1,Good,5,Good,0,Good,39,Good,,
Russian Federation,baksan,48,Good,1,Good,39,Good,1,Good,48,Good,,
Sudan,bara,52,Moderate,2,Good,17,Good,0,Good,52,Moderate,,
Colombia,baranoa,104,Unhealthy for Sensitive Groups,1,Good,16,Good,2,Good,104,Unhealthy for Sensitive Groups,,
Philippines,baras,51,Moderate,1,Good,27,Good,1,Good,51,Moderate,,
Iran (Islamic Republic of),bardsir,91,Moderate,1,Good,49,Good,0,Good,91,Moderate,,
India,bari sadri,167,Unhealthy,1,Good,32,Good,0,Good,167,Unhealthy,,
Thailand,nong bua,38,Good,0,Good,20,Good,0,Good,38,Good,,
Thailand,nong han,57,Moderate,0,Good,25,Good,0,Good,57,Moderate,,
Netherlands,noordwijkerhout,41,Good,1,Good,27,Good,5,Good,41,Good,,
United States of America,north andrews gardens,78,Moderate,1,Good,11,Good,12,Good,78,Moderate,,
United States of America,northbridge,47,Good,1,Good,46,Good,2,Good,47,Good,,
United Kingdom of Great Britain and Northern Ireland,norwich,29,Good,0,Good,29,Good,3,Good,18,Good,,
Serbia,novi becej,60,Moderate,1,Good,34,Good,1,Good,60,Moderate,,
Netherlands,nuenen,37,Good,1,Good,32,Good,3,Good,37,Good,,
Chile,nueva imperial,61,Moderate,2,Good,2,Good,9,Good,61,Moderate,,
Panama,nuevo arraijan,67,Moderate,2,Good,20,Good,5,Good,67,Moderate,,
Mexico,nuevo casas grandes,46,Good,1,Good,17,Good,2,Good,46,Good,,
United States of America,oak lawn,79,Moderate,2,Good,13,Good,27,Good,79,Moderate,,
United States of America,oakdale,53,Moderate,1,Good,24,Good,9,Good,53,Moderate,,
Ghana,obuasi,81,Moderate,1,Good,18,Good,0,Good,81,Moderate,,
Japan,odawara,39,Good,1,Good,38,Good,2,Good,39,Good,,
Germany,oer erkenschwick,34,Good,1,Good,34,Good,2,Good,27,Good,,
Republic of North Macedonia,ohrid,42,Good,1,Good,41,Good,0,Good,42,Good,,
Japan,okawa,41,Good,2,Good,36,Good,5,Good,41,Good,,
Poland,olecko,47,Good,1,Good,36,Good,0,Good,47,Good,,
Germany,olfen,32,Good,1,Good,27,Good,4,Good,32,Good,,
Brazil,olindina,25,Good,0,Good,6,Good,1,Good,25,Good,,
Japan,omagari,35,Good,1,Good,35,Good,0,Good,15,Good,,
Netherlands,oostburg,36,Good,1,Good,26,Good,3,Good,36,Good,,
United States of America,orem,73,Moderate,2,Good,26,Good,7,Good,73,Moderate,,
United States of America,orinda,52,Moderate,1,Good,22,Good,11,Good,52,Moderate,,
Poland,ostrzeszow,35,Good,1,Good,32,Good,1,Good,35,Good,,
Guatemala,ostuncalco,94,Moderate,3,Good,9,Good,11,Good,94,Moderate,,
Congo,ouesso,71,Moderate,3,Good,18,Good,0,Good,71,Moderate,,
Brazil,ouro preto,61,Moderate,2,Good,3,Good,5,Good,61,Moderate,,
Nigeria,oyo,80,Moderate,2,Good,22,Good,1,Good,80,Moderate,,
Kyrgyzstan,ozgon,101,Unhealthy for Sensitive Groups,1,Good,60,Moderate,0,Good,101,Unhealthy for Sensitive Groups,,
Italy,pachino,48,Good,1,Good,45,Good,0,Good,48,Good,,
India,padra,156,Unhealthy,1,Good,33,Good,0,Good,156,Unhealthy,22.2398,73.08451
Mauritius,pailles,30,Good,0,Good,28,Good,0,Good,30,Good,,
France,paita,27,Good,0,Good,27,Good,0,Good,10,Good,,
India,palakkodu,57,Moderate,0,Good,30,Good,0,Good,57,Moderate,,
Philippines,palo,55,Moderate,1,Good,20,Good,0,Good,55,Moderate,,
Indonesia,pamekasan,54,Moderate,1,Good,35,Good,0,Good,54,Moderate,,
China,panchiao,69,Moderate,1,Good,45,Good,4,Good,69,Moderate,,
China,panshi,76,Moderate,3,Good,32,Good,2,Good,76,Moderate,,
China,panzhihua,74,Moderate,3,Good,29,Good,2,Good,74,Moderate,,
Brazil,paragominas,36,Good,1,Good,2,Good,0,Good,36,Good,,
Brazil,paraguacu,51,Moderate,1,Good,7,Good,4,Good,51,Moderate,,
Peru,paramonga,41,Good,1,Good,18,Good,1,Good,41,Good,,
United States of America,parkville,56,Moderate,1,Good,44,Good,4,Good,56,Moderate,,
United States of America,pasadena,58,Moderate,1,Good,43,Good,5,Good,58,Moderate,,
United States of America,pataskala,45,Good,1,Good,32,Good,7,Good,45,Good,,
Kazakhstan,pavlodar,50,Good,1,Good,41,Good,0,Good,50,Good,,
India,payyannur,68,Moderate,0,Good,24,Good,0,Good,68,Moderate,,
United States of America,pelham,46,Good,1,Good,46,Good,2,Good,31,Good,,
Greece,perama,67,Moderate,1,Good,44,Good,2,Good,67,Moderate,,
Mexico,perote,77,Moderate,3,Good,7,Good,8,Good,77,Moderate,,
Serbia,petrovaradin,63,Moderate,1,Good,33,Good,1,Good,63,Moderate,,
Thailand,phanom thuan,42,Good,0,Good,19,Good,0,Good,42,Good,,
Thailand,phatthalung,59,Moderate,1,Good,27,Good,0,Good,59,Moderate,,
Thailand,phetchaburi,35,Good,0,Good,17,Good,0,Good,35,Good,,
India,phillaur,444,Hazardous,2,Good,111,Unhealthy for Sensitive Groups,1,Good,391,Hazardous,31.01887,75.79111
Egypt,rosetta,60,Moderate,2,Good,60,Moderate,3,Good,55,Moderate,,
Italy,rossano,48,Good,1,Good,48,Good,0,Good,12,Good,,
Russian Federation,rostov,32,Good,1,Good,32,Good,0,Good,26,Good,,
United Kingdom of Great Britain and Northern Ireland,royton,56,Moderate,0,Good,32,Good,1,Good,56,Moderate,,
Germany,rudolstadt,32,Good,1,Good,32,Good,1,Good,30,Good,,
Czechia,rumburk,29,Good,0,Good,29,Good,2,Good,29,Good,,
Malawi,rumphi,28,Good,0,Good,19,Good,0,Good,28,Good,,
Switzerland,ruti,34,Good,1,Good,25,Good,2,Good,34,Good,,
Brazil,ruy barbosa,18,Good,0,Good,8,Good,0,Good,18,Good,,
Serbia,sabac,68,Moderate,1,Good,32,Good,1,Good,68,Moderate,,
Cuba,sagua la grande,89,Moderate,1,Good,22,Good,1,Good,89,Moderate,,
India,sahibganj,208,Very Unhealthy,3,Good,152,Unhealthy,1,Good,208,Very Unhealthy,,
United States of America,saint matthews,58,Moderate,2,Good,29,Good,12,Good,58,Moderate,,
United States of America,saint pete beach,53,Moderate,1,Good,40,Good,6,Good,53,Moderate,,
Canada,saint thomas,35,Good,1,Good,35,Good,3,Good,34,Good,,
France,saint cyr sur loire,37,Good,1,Good,25,Good,2,Good,37,Good,,
Belgium,saint nicolas,35,Good,1,Good,32,Good,3,Good,35,Good,,
France,saint quentin,39,Good,1,Good,25,Good,2,Good,39,Good,,
Saudi Arabia,sakakah,122,Unhealthy for Sensitive Groups,1,Good,49,Good,0,Good,122,Unhealthy for Sensitive Groups,,
Japan,sakurai,40,Good,1,Good,40,Good,2,Good,34,Good,,
United Kingdom of Great Britain and Northern Ireland,salford,58,Moderate,0,Good,32,Good,1,Good,58,Moderate,,
India,salon,303,Hazardous,1,Good,48,Good,0,Good,260,Very Unhealthy,26.02857,81.45403
Brazil,salvador,30,Good,0,Good,16,Good,1,Good,30,Good,,
India,sambhar,193,Unhealthy,0,Good,38,Good,0,Good,193,Unhealthy,,
Turkey,samsun,36,Good,1,Good,36,Good,0,Good,30,Good,,
Indonesia,prabumulih,49,Good,1,Good,30,Good,0,Good,49,Good,,
Brazil,presidente prudente,32,Good,1,Good,14,Good,1,Good,32,Good,,
United States of America,prichard,28,Good,1,Good,22,Good,4,Good,28,Good,,
Canada,prince george,21,Good,1,Good,21,Good,1,Good,13,Good,,
Indonesia,pringsewu,63,Moderate,2,Good,40,Good,0,Good,63,Moderate,,
Peru,pucallpa,30,Good,1,Good,1,Good,0,Good,30,Good,,
Spain,puertollano,32,Good,1,Good,30,Good,1,Good,32,Good,,
Mexico,purepero,48,Good,1,Good,5,Good,4,Good,48,Good,,
Israel,qiryat gat,80,Moderate,1,Good,62,Moderate,4,Good,80,Moderate,,
Chile,quillota,182,Unhealthy,14,Good,1,Good,23,Good,182,Unhealthy,,
India,rafiganj,356,Hazardous,1,Good,60,Moderate,0,Good,284,Very Unhealthy,24.81757,84.63445
United States of America,rahway,62,Moderate,1,Good,44,Good,5,Good,62,Moderate,,
Bangladesh,rajshahi,191,Unhealthy,2,Good,133,Unhealthy for Sensitive Groups,2,Good,191,Unhealthy,,
India,rajur,150,Unhealthy,1,Good,41,Good,0,Good,150,Unhealthy,,
Thailand,phrai bung,53,Moderate,0,Good,27,Good,0,Good,53,Moderate,,
India,phulpur,226,Very Unhealthy,1,Good,48,Good,1,Good,226,Very Unhealthy,25.54895,82.0895
Brazil,picos,16,Good,0,Good,12,Good,0,Good,16,Good,,
Finland,pietarsaari,34,Good,1,Good,34,Good,1,Good,17,Good,,
Germany,pirmasens,30,Good,1,Good,27,Good,2,Good,30,Good,,
United States of America,plum,55,Moderate,2,Good,26,Good,12,Good,55,Moderate,,
Benin,pobe,73,Moderate,1,Good,20,Good,1,Good,73,Moderate,,
Italy,policoro,46,Good,1,Good,46,Good,0,Good,14,Good,,
Sierra Leone,port loko,48,Good,1,Good,16,Good,0,Good,48,Good,,
Haiti,port de paix,103,Unhealthy for Sensitive Groups,1,Good,25,Good,1,Good,103,Unhealthy for Sensitive Groups,,
Portugal,porto salvo,46,Good,0,Good,30,Good,2,Good,46,Good,,
United States of America,poughkeepsie,43,Good,1,Good,43,Good,2,Good,39,Good,,
United States of America,randallstown,52,Moderate,1,Good,44,Good,4,Good,52,Moderate,,
India,rania,500,Hazardous,1,Good,40,Good,0,Good,464,Hazardous,,
Thailand,ranong,36,Good,0,Good,16,Good,0,Good,36,Good,,
Germany,rathenow,39,Good,0,Good,39,Good,0,Good,23,Good,,
Russian Federation,reutov,58,Moderate,1,Good,25,Good,9,Good,58,Moderate,,
Brazil,ribeira do pombal,24,Good,0,Good,7,Good,1,Good,24,Good,,
Brazil,ribeirao bonito,52,Moderate,1,Good,4,Good,3,Good,52,Moderate,,
United States of America,richardson,56,Moderate,1,Good,21,Good,6,Good,56,Moderate,,
United States of America,richmond,76,Moderate,2,Good,15,Good,17,Good,76,Moderate,,
Brazil,rio bonito,95,Moderate,3,Good,23,Good,8,Good,95,Moderate,,
Peru,rioja,25,Good,1,Good,3,Good,0,Good,25,Good,,
France,riom,40,Good,1,Good,30,Good,1,Good,40,Good,,
Lebanon,riyaq,78,Moderate,1,Good,46,Good,1,Good,78,Moderate,,
Italy,rocca priora,47,Good,1,Good,47,Good,2,Good,27,Good,,
France,rodez,42,Good,1,Good,31,Good,1,Good,42,Good,,
Brazil,rolandia,39,Good,1,Good,14,Good,2,Good,39,Good,,
France,romans sur isere,37,Good,1,Good,30,Good,1,Good,37,Good,,
Philippines,romblon,50,Good,1,Good,23,Good,0,Good,50,Good,,
India,dalmau,190,Unhealthy,2,Good,98,Moderate,1,Good,190,Unhealthy,26.06477,81.0298
United States of America,daly city,62,Moderate,1,Good,18,Good,13,Good,62,Moderate,,
India,damnagar,152,Unhealthy,0,Good,29,Good,0,Good,152,Unhealthy,,
Thailand,dan khun thot,56,Moderate,1,Good,31,Good,0,Good,56,Moderate,,
China,dancheng,145,Unhealthy for Sensitive Groups,2,Good,145,Unhealthy for Sensitive Groups,3,Good,82,Moderate,,
India,dankaur,292,Very Unhealthy,3,Good,136,Unhealthy for Sensitive Groups,3,Good,292,Very Unhealthy,28.35121,77.55508
United Republic of Tanzania,dareda,20,Good,0,Good,14,Good,0,Good,20,Good,,
India,dattapur,153,Unhealthy,0,Good,29,Good,0,Good,153,Unhealthy,,
Brazil,delmiro gouveia,25,Good,0,Good,9,Good,1,Good,25,Good,,
Uruguay,delta del tigre,38,Good,1,Good,19,Good,2,Good,38,Good,,
India,delvada,158,Unhealthy,0,Good,25,Good,0,Good,158,Unhealthy,,
Russian Federation,desnogorsk,34,Good,1,Good,34,Good,0,Good,10,Good,,
Turkey,develi,46,Good,1,Good,29,Good,0,Good,46,Good,,
India,dewa,173,Unhealthy,3,Good,159,Unhealthy,1,Good,173,Unhealthy,,
Turkey,dinar,44,Good,1,Good,33,Good,0,Good,44,Good,,
Ukraine,dniprorudne,39,Good,1,Good,39,Good,0,Good,12,Good,,
Benin,dogbo,101,Unhealthy for Sensitive Groups,3,Good,18,Good,2,Good,101,Unhealthy for Sensitive Groups,,
Russian Federation,donskoye,37,Good,1,Good,37,Good,0,Good,30,Good,,
United States of America,dumas,60,Moderate,1,Good,22,Good,3,Good,60,Moderate,,
United Republic of Tanzania,dunda,23,Good,0,Good,17,Good,0,Good,23,Good,,
United States of America,dyersburg,93,Moderate,1,Good,24,Good,5,Good,93,Moderate,,
United States of America,eatontown,28,Good,1,Good,28,Good,8,Good,25,Good,,
Mexico,ebano,91,Moderate,2,Good,22,Good,3,Good,91,Moderate,,
United States of America,el campo,39,Good,1,Good,22,Good,1,Good,39,Good,,
Mexico,el pueblito,66,Moderate,1,Good,10,Good,5,Good,66,Moderate,,
Bolivia (Plurinational State of),el torno,6,Good,0,Good,5,Good,0,Good,6,Good,,
United States of America,ellicott city,44,Good,1,Good,27,Good,10,Good,44,Good,,
Pakistan,eminabad,153,Unhealthy,3,Good,153,Unhealthy,1,Good,152,Unhealthy,,
Japan,ena,42,Good,1,Good,42,Good,0,Good,12,Good,,
Italy,giussano,62,Moderate,1,Good,32,Good,4,Good,62,Moderate,,
United Kingdom of Great Britain and Northern Ireland,glenrothes,35,Good,1,Good,22,Good,6,Good,35,Good,,
United Kingdom of Great Britain and Northern Ireland,glossop,27,Good,1,Good,25,Good,3,Good,27,Good,,
Namibia,gobabis,19,Good,0,Good,18,Good,0,Good,19,Good,,
India,gobindapur,198,Unhealthy,3,Good,91,Moderate,3,Good,198,Unhealthy,22.59306,88.09139
India,gobindpur,175,Unhealthy,1,Good,51,Moderate,1,Good,175,Unhealthy,23.83556,86.51853
India,gobindpur,175,Unhealthy,1,Good,51,Moderate,1,Good,175,Unhealthy,22.63393,86.07162
Spain,godella,33,Good,1,Good,33,Good,1,Good,28,Good,,
India,gohad,194,Unhealthy,1,Good,46,Good,0,Good,194,Unhealthy,,
India,gohana,500,Hazardous,1,Good,47,Good,1,Good,500,Hazardous,,
Brazil,goiatuba,37,Good,1,Good,3,Good,3,Good,37,Good,,
Netherlands,goirle,30,Good,0,Good,30,Good,2,Good,27,Good,,
United States of America,golden glades,61,Moderate,1,Good,10,Good,16,Good,61,Moderate,,
Poland,goleniow,32,Good,1,Good,24,Good,3,Good,32,Good,,
Iran (Islamic Republic of),gonbad e qabus,84,Moderate,1,Good,45,Good,0,Good,84,Moderate,,
Russian Federation,gorodishche,33,Good,1,Good,33,Good,1,Good,21,Good,,
Japan,gotsu,44,Good,1,Good,44,Good,0,Good,15,Good,,
Albania,gramsh,68,Moderate,1,Good,39,Good,1,Good,68,Moderate,,
United States of America,granger,57,Moderate,2,Good,21,Good,11,Good,57,Moderate,,
United States of America,grants pass,29,Good,1,Good,29,Good,2,Good,27,Good,,
,granville,30,Good,1,Good,30,Good,3,Good,25,Good,,
Mexico,guasave,35,Good,1,Good,22,Good,1,Good,35,Good,,
Germany,guben,37,Good,1,Good,21,Good,4,Good,37,Good,,
Cameroon,guider,76,Moderate,3,Good,8,Good,1,Good,76,Moderate,,
China,guilin,90,Moderate,3,Good,46,Good,3,Good,90,Moderate,,
France,guipavas,34,Good,1,Good,26,Good,9,Good,34,Good,,
United States of America,fort walton beach,65,Moderate,1,Good,30,Good,1,Good,65,Moderate,,
France,fosses,29,Good,0,Good,28,Good,2,Good,29,Good,,
United States of America,fountain hills,37,Good,1,Good,27,Good,8,Good,37,Good,,
United States of America,fountain,72,Moderate,1,Good,29,Good,3,Good,72,Moderate,,
Brazil,francisco morato,169,Unhealthy,7,Good,0,Good,21,Good,169,Unhealthy,,
Germany,freiberg,36,Good,1,Good,25,Good,3,Good,36,Good,,
United States of America,front royal,46,Good,1,Good,37,Good,2,Good,46,Good,,
Japan,fuchu,71,Moderate,1,Good,71,Moderate,3,Good,49,Good,,
Germany,gaggenau,29,Good,0,Good,29,Good,2,Good,26,Good,,
Israel,gan yavne,77,Moderate,1,Good,43,Good,6,Good,77,Moderate,,
India,gauribidanur,48,Good,0,Good,24,Good,0,Good,48,Good,,
Spain,gava,57,Moderate,1,Good,19,Good,10,Good,57,Moderate,,
Italy,gela,53,Moderate,1,Good,38,Good,2,Good,53,Moderate,,
Netherlands,gennep,30,Good,0,Good,25,Good,3,Good,30,Good,,
Germany,genthin,31,Good,0,Good,30,Good,1,Good,31,Good,,
Guyana,georgetown,27,Good,0,Good,19,Good,0,Good,27,Good,,
Germany,gera,30,Good,0,Good,28,Good,2,Good,30,Good,,
India,gevrai,120,Unhealthy for Sensitive Groups,1,Good,30,Good,0,Good,120,Unhealthy for Sensitive Groups,19.26372,75.75007
United States of America,lake jackson,25,Good,0,Good,24,Good,2,Good,25,Good,,
United States of America,lakeside,57,Moderate,2,Good,22,Good,14,Good,57,Moderate,,
Thailand,lam luk ka,66,Moderate,1,Good,28,Good,1,Good,66,Moderate,,
Philippines,lamacan,70,Moderate,1,Good,21,Good,0,Good,70,Moderate,,
Iran (Islamic Republic of),lar,105,Unhealthy for Sensitive Groups,1,Good,49,Good,0,Good,105,Unhealthy for Sensitive Groups,26.20394,83.96906
Brazil,laranjeiras do sul,12,Good,1,Good,12,Good,0,Good,11,Good,,
China,lasa,25,Good,0,Good,25,Good,0,Good,12,Good,,
India,lasalgaon,129,Unhealthy for Sensitive Groups,0,Good,30,Good,0,Good,129,Unhealthy for Sensitive Groups,,
Germany,lauda konigshofen,32,Good,1,Good,27,Good,3,Good,32,Good,,
France,le port,42,Good,1,Good,28,Good,0,Good,42,Good,,
Brazil,lencois paulista,34,Good,1,Good,13,Good,1,Good,34,Good,,
Colombia,lerida,60,Moderate,2,Good,8,Good,4,Good,60,Moderate,,
Netherlands,leusden,33,Good,0,Good,33,Good,1,Good,26,Good,,
United Kingdom of Great Britain and Northern Ireland,lewes,37,Good,1,Good,12,Good,13,Good,37,Good,,
Philippines,lianga,50,Good,1,Good,20,Good,0,Good,50,Good,,
France,libourne,46,Good,1,Good,26,Good,2,Good,46,Good,,
Germany,limbach oberfrohna,31,Good,0,Good,28,Good,1,Good,31,Good,,
Malaysia,limbang,95,Moderate,9,Good,95,Moderate,0,Good,46,Good,,
China,lishan,192,Unhealthy,4,Good,192,Unhealthy,6,Good,124,Unhealthy for Sensitive Groups,,
Czechia,litovel,49,Good,1,Good,24,Good,2,Good,49,Good,,
Belgium,lokeren,31,Good,0,Good,31,Good,2,Good,31,Good,,
Belgium,londerzeel,34,Good,0,Good,29,Good,3,Good,34,Good,,
Netherlands,loon op zand,32,Good,0,Good,27,Good,3,Good,32,Good,,
Congo,loubomo,100,Unhealthy for Sensitive Groups,1,Good,16,Good,0,Good,100,Unhealthy for Sensitive Groups,,
Senegal,louga,176,Unhealthy,2,Good,21,Good,3,Good,176,Unhealthy,,
Poland,lubin,35,Good,1,Good,20,Good,3,Good,35,Good,,
Poland,lublin,32,Good,1,Good,32,Good,1,Good,28,Good,,
Indonesia,lubuk pakam,98,Moderate,2,Good,47,Good,0,Good,98,Moderate,,
Philippines,lucena,32,Good,1,Good,29,Good,0,Good,32,Good,,
India,lunavada,164,Unhealthy,1,Good,35,Good,0,Good,164,Unhealthy,,
Ukraine,lvov,61,Moderate,1,Good,29,Good,1,Good,61,Moderate,,
Brazil,macapa,16,Good,1,Good,12,Good,0,Good,16,Good,,
Pakistan,madeji,167,Unhealthy,1,Good,49,Good,1,Good,167,Unhealthy,,
Lesotho,mafeteng,117,Unhealthy for Sensitive Groups,4,Good,14,Good,7,Good,117,Unhealthy for Sensitive Groups,,
United States of America,magnolia,56,Moderate,1,Good,25,Good,2,Good,56,Moderate,,
United Republic of Tanzania,magomeni,50,Good,0,Good,23,Good,0,Good,50,Good,,
India,mahbubabad,119,Unhealthy for Sensitive Groups,1,Good,35,Good,0,Good,119,Unhealthy for Sensitive Groups,,
India,mahoba,180,Unhealthy,1,Good,45,Good,0,Good,180,Unhealthy,,
India,maihar,171,Unhealthy,1,Good,36,Good,0,Good,171,Unhealthy,24.26594,80.76063
India,mainpuri,434,Hazardous,1,Good,53,Moderate,1,Good,362,Hazardous,27.22857,79.02882
United States of America,maitland,53,Moderate,1,Good,18,Good,14,Good,53,Moderate,,
Ukraine,makiyivka,50,Good,1,Good,24,Good,11,Good,50,Good,,
France,malakoff,40,Good,1,Good,26,Good,3,Good,40,Good,,
Philippines,malandag,55,Moderate,1,Good,19,Good,0,Good,55,Moderate,,
Benin,malanville,34,Good,1,Good,18,Good,1,Good,34,Good,,
Iran (Islamic Republic of),malard,172,Unhealthy,3,Good,172,Unhealthy,5,Good,145,Unhealthy for Sensitive Groups,,
Italy,malnate,69,Moderate,1,Good,22,Good,6,Good,69,Moderate,,
Mongolia,mandalgovi,38,Good,0,Good,38,Good,0,Good,34,Good,,
India,mangawan,184,Unhealthy,1,Good,39,Good,1,Good,184,Unhealthy,,
Democratic Republic of the Congo,manono,74,Moderate,2,Good,23,Good,1,Good,74,Moderate,,
Venezuela (Bolivarian Republic of),maracaibo,118,Unhealthy for Sensitive Groups,1,Good,17,Good,4,Good,118,Unhealthy for Sensitive Groups,,
Italy,marano di napoli,52,Moderate,1,Good,52,Moderate,1,Good,36,Good,,
India,gunnaur,500,Hazardous,1,Good,73,Moderate,1,Good,500,Hazardous,28.23995,78.43994
Germany,hagen,30,Good,0,Good,30,Good,1,Good,25,Good,,
China,haian,207,Very Unhealthy,4,Good,207,Very Unhealthy,3,Good,150,Unhealthy,,
France,halluin,35,Good,0,Good,28,Good,2,Good,35,Good,,
Germany,hamburg,34,Good,0,Good,28,Good,2,Good,34,Good,,
United States of America,hanahan,73,Moderate,2,Good,35,Good,8,Good,73,Moderate,,
Japan,hanamaki,38,Good,1,Good,38,Good,0,Good,20,Good,,
India,hangal,70,Moderate,0,Good,22,Good,0,Good,70,Moderate,,
Bulgaria,harmanli,40,Good,1,Good,40,Good,1,Good,24,Good,,
Pakistan,harunabad,500,Hazardous,1,Good,43,Good,0,Good,443,Hazardous,,
Germany,hattingen,28,Good,0,Good,27,Good,2,Good,28,Good,,
United States of America,hauppauge,52,Moderate,1,Good,27,Good,12,Good,52,Moderate,,
